Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
736,Chris Taylor\tayloch01,27,BUF,C,11,1,1,2,-2,2,0.0,1,0,0,0,1,0,0,15,6.7,120,10:54
737,Tim Taylor\tayloti01,30,NYR,C,76,9,11,20,-4,72,1.1,9,0,0,2,8,1,2,79,11.4,1075,14:09
738,Alexei Tezikov\tezikal01,21,WSH,D,23,1,1,2,-2,2,0.4,0,1,0,1,0,1,0,18,5.6,242,10:30
739,Chris Therien\therich01,28,PHI,D,80,4,9,13,11,66,5.0,3,1,0,1,9,0,0,126,3.2,1617,20:12
740,Steve Thomas\thomast01,36,TOR,RW,81,26,37,63,1,68,6.9,17,9,0,9,22,15,0,151,17.2,1321,16:19
741,Joe Thornton\thornjo01,20,BOS,C,81,23,37,60,-5,82,5.7,18,5,0,3,29,8,0,171,13.5,1725,21:18
742,Scott Thornton\thornsc01,29,TOT,C,65,8,6,14,-12,108,0.7,7,1,0,1,6,0,0,83,9.6,835,12:50
743,Mattias Timander\timanma01,25,BOS,D,60,0,8,8,-11,22,0.9,0,0,0,0,7,1,0,39,0.0,749,12:29
744,Kimmo Timonen\timonki01,24,NSH,D,51,8,25,33,-5,26,5.2,5,2,1,2,11,14,0,97,8.2,1076,21:06
745,German Titov\titovge01,34,TOT,LW,70,17,29,46,-1,38,3.8,11,4,2,3,21,7,1,122,13.9,1376,19:39
746,Keith Tkachuk\tkachke01,27,PHX,LW,50,22,21,43,7,82,5.2,16,5,1,1,15,3,3,183,12.0,967,19:21
747,Rick Tocchet\tocchri01,35,TOT,RW,80,15,20,35,-1,90,3.0,11,4,0,1,18,2,0,130,11.5,1255,15:41
748,Jeff Toms\tomsje01,25,WSH,LW,20,1,2,3,-1,4,0.1,1,0,0,1,2,0,0,18,5.6,169,8:26
749,Pavel Torgaev\torgapa01,34,TOT,LW,14,0,4,4,1,6,0.2,0,0,0,0,3,1,0,18,0.0,173,12:21
750,Patrick Traverse\travepa01,25,OTT,D,66,6,17,23,17,21,5.7,5,1,0,0,12,5,0,73,8.2,1235,18:43
751,Dan Trebil\trebida01,25,PIT,D,3,1,0,1,2,0,0.4,1,0,0,0,0,0,0,2,50.0,38,12:33
752,Yannick Tremblay\trembya01,24,ATL,D,75,10,21,31,-42,22,2.9,5,4,1,2,9,12,0,139,7.2,1459,19:27
753,Pascal Trepanier\trepapa01,26,MDA,D,37,0,4,4,2,54,1.0,0,0,0,0,2,2,0,33,0.0,418,11:18
754,Pavel Trnka\trnkapa01,23,MDA,D,57,2,15,17,12,34,4.1,2,0,0,0,14,0,1,54,3.7,1103,19:21
755,Jean-Guy Trudel\trudeje01,24,PHX,RW,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,5,4:33
756,Vladimir Tsyplakov\tsyplvl01,30,TOT,LW,63,12,20,32,23,14,4.1,11,1,0,2,18,2,0,76,15.8,774,12:17
757,Darcy Tucker\tuckeda01,24,TOT,LW,77,21,30,51,-12,163,4.4,18,1,2,5,21,8,1,138,15.2,1449,18:49
758,Marko Tuomainen\tuomama01,27,LAK,RW,63,9,8,17,-12,80,0.8,6,2,1,1,7,1,0,74,12.2,725,11:30
759,Darren Turcotte\turcoda01,31,NSH,C,9,0,1,1,0,4,0.0,0,0,0,0,1,0,0,13,0.0,83,9:13
760,Pierre Turgeon\turgepi01,30,STL,C,52,26,40,66,30,8,9.0,18,8,0,3,23,16,1,139,18.7,999,19:13
761,Oleg Tverdovsky\tverdol01,23,MDA,D,82,15,36,51,5,30,9.2,10,5,0,5,21,14,1,153,9.8,1867,22:46
762,Igor Ulanov\ulanoig01,30,TOT,D,57,1,8,9,-14,86,1.4,1,0,0,0,6,2,0,39,2.6,941,16:31
763,Lubomir Vaic\vaiclu01,22,VAN,C,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,2,0.0,30,7:28
764,Rob Valicevic\valicro01,29,NSH,C,80,14,11,25,-11,21,1.9,11,2,1,3,8,1,2,113,12.4,1161,14:31
765,Garry Valk\valkga01,32,TOR,RW,73,10,14,24,-2,44,1.7,9,0,1,1,11,1,2,91,11.0,938,12:51
766,Shaun Van Allen\vanalsh01,32,OTT,C,75,9,19,28,20,37,3.2,7,0,2,4,18,0,1,75,12.0,886,11:49
767,David Van Drunen\vandrda01,24,OTT,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,5,4:38
768,Darren Van Impe\vanimda01,26,BOS,D,79,5,23,28,-19,73,3.9,1,4,0,0,8,15,0,97,5.2,1541,19:31
769,Ryan VandenBussche\vandery01,26,CHI,RW,52,0,1,1,-3,143,-0.6,0,0,0,0,0,1,0,19,0.0,292,5:37
770,Vaclav Varada\varadva01,23,BUF,RW,76,10,27,37,12,62,3.5,10,0,0,0,24,3,0,140,7.1,1137,14:58
771,Sergei Varlamov\varlase01,21,CGY,RW,7,3,0,3,0,0,0.5,3,0,0,1,0,0,0,11,27.3,73,10:22
772,Alexei Vasiliev\vasilal02,22,NYR,D,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,16,15:57
773,Herbert Vasiljevs\vasilhe01,23,ATL,C,7,1,0,1,-3,4,0.0,1,0,0,0,0,0,0,2,50.0,65,9:18
774,Pat Verbeek\verbepa01,35,DET,RW,68,22,26,48,22,95,6.0,15,7,0,5,20,6,0,138,15.9,1092,16:04
775,Terry Virtue\virtute01,29,NYR,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,13,12:32
776,Vitaly Vishnevski\vishnvi01,19,MDA,D,31,1,1,2,0,26,0.7,0,1,0,0,1,0,0,17,5.9,516,16:38
777,Alexandre Volchkov\volchal01,22,WSH,RW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,30,10:07
778,Jan Vopat\vopatja01,26,NSH,D,6,0,0,0,1,6,0.2,0,0,0,0,0,0,0,3,0.0,108,17:55
779,Vladimir Vujtek\vujtevl01,27,ATL,LW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,33,10:52
780,Sergei Vyshedkevich\vyshese01,25,ATL,D,7,1,3,4,-3,2,0.5,0,1,0,0,2,1,0,5,20.0,163,23:18
781,Scott Walker\walkesc01,26,NSH,RW,69,7,21,28,-16,90,1.4,6,0,1,0,20,1,0,98,7.1,1092,15:49
782,Jesse Wallin\wallije01,21,DET,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,19,19:22
783,Aaron Ward\wardaa01,27,DET,D,36,1,3,4,-4,24,0.6,1,0,0,0,3,0,0,25,4.0,453,12:36
784,Dixon Ward\warddi01,31,BUF,LW,71,11,9,20,1,41,1.6,8,1,2,2,8,1,0,101,10.9,992,13:58
785,Ed Ward\warded01,30,TOT,RW,52,6,1,7,-7,59,0.2,4,0,2,0,1,0,0,56,10.7,559,10:45
786,Jason Ward\wardja01,21,MTL,RW,32,2,1,3,-1,10,0.1,1,1,0,0,1,0,0,24,8.3,294,9:10
787,Rhett Warrener\warrerh01,24,BUF,D,61,0,3,3,18,89,3.0,0,0,0,0,3,0,0,68,0.0,1211,19:51
788,Todd Warriner\warrito01,26,TOT,C,73,14,14,28,-8,36,2.0,10,3,1,0,11,3,0,133,10.5,1132,15:30
789,Steve Washburn\washbst01,24,PHI,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,14:26
790,Mike Watt\wattmi01,23,NYI,LW,45,5,6,11,-8,17,0.4,4,0,1,0,6,0,0,49,10.2,541,12:02
791,Steve Webb\webbst01,24,NYI,RW,65,1,3,4,-4,103,-0.4,1,0,0,0,3,0,0,27,3.7,455,7:00
792,Doug Weight\weighdo01,29,EDM,C,77,21,51,72,6,54,7.2,17,3,1,4,29,22,0,167,12.6,1585,20:35
793,Eric Weinrich\weinrer01,33,MTL,D,77,4,25,29,4,39,7.1,2,2,0,0,8,16,1,120,3.3,1952,25:21
794,Chris Wells\wellsch01,24,FLA,C,13,0,0,0,-5,14,-0.4,0,0,0,0,0,0,0,5,0.0,109,8:23
795,Brad Werenka\werenbr01,30,TOT,D,73,4,9,13,13,90,3.8,4,0,0,1,9,0,0,62,6.5,1396,19:07
796,Glen Wesley\weslegl01,31,CAR,D,78,7,15,22,-4,38,5.2,6,1,0,0,11,4,0,99,7.1,1680,21:32
797,Tommy Westlund\westlto01,25,CAR,RW,81,4,8,12,-10,19,0.1,3,0,1,0,8,0,0,67,6.0,841,10:23
798,Colin White\whiteco01,22,NJD,D,21,2,1,3,3,40,1.0,2,0,0,1,1,0,0,29,6.9,310,14:45
799,Peter White\whitepe01,30,PHI,LW,21,1,5,6,1,6,0.4,1,0,0,0,5,0,0,24,4.2,274,13:04
800,Todd White\whiteto02,24,TOT,C,4,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,4,25.0,44,11:07
801,Ray Whitney\whitnra01,27,FLA,LW,81,29,42,71,16,35,8.3,24,5,0,3,25,17,0,198,14.6,1514,18:41
802,Jason Wiemer\wiemeja01,23,CGY,LW,64,11,11,22,-10,120,1.4,9,2,0,3,9,2,0,104,10.6,940,14:41
803,Shane Willis\willish01,22,CAR,RW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,12,5:50
804,Brian Willsie\willsbr01,21,COL,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,8,8:16
805,Clarke Wilm\wilmcl01,23,CGY,C,78,10,12,22,-6,67,1.4,6,1,3,0,10,2,0,81,12.3,986,12:38
806,Landon Wilson\wilsola02,24,BOS,RW,40,1,3,4,-6,18,-0.4,1,0,0,0,3,0,0,67,1.5,406,10:09
807,Mike Wilson\wilsomi02,24,FLA,D,60,4,16,20,10,35,4.3,4,0,0,2,10,6,0,65,6.2,1087,18:07
808,Johan Witehall\witehjo01,28,NYR,LW,9,1,1,2,0,2,0.2,1,0,0,0,1,0,0,6,16.7,76,8:26
809,Brendan Witt\wittbr01,24,WSH,D,77,1,7,8,5,114,2.9,1,0,0,0,6,1,0,64,1.6,1612,20:56
810,Jason Woolley\woollja01,30,BUF,D,74,8,25,33,14,52,6.8,6,2,0,2,9,16,0,113,7.1,1321,17:51
811,Peter Worrell\worrepe01,22,FLA,LW,48,3,6,9,-7,169,0.3,1,2,0,1,4,2,0,45,6.7,404,8:25
812,Jamie Wright\wrighja01,23,DAL,LW,23,1,4,5,4,16,0.5,1,0,0,0,4,0,0,15,6.7,226,9:50
813,Tyler Wright\wrighty01,26,PIT,C,50,12,10,22,4,45,2.3,12,0,0,1,10,0,0,68,17.6,670,13:24
814,Vitali Yachmenev\yachmvi01,25,NSH,RW,68,16,16,32,5,12,3.6,14,1,1,3,16,0,0,120,13.3,1049,15:26
815,Terry Yake\yakete01,31,TOT,RW,61,10,14,24,4,34,2.3,7,3,0,3,12,2,0,55,18.2,801,13:08
816,Dmitri Yakushin\yakusdm01,22,TOR,D,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,20,10:03
817,Stephane Yelle\yellest01,25,COL,C,79,8,14,22,9,28,1.4,7,0,1,1,13,1,0,90,8.9,1253,15:51
818,Juha Ylonen\yloneju01,27,PHX,C,76,6,23,29,-6,12,1.1,5,0,1,1,21,1,1,82,7.3,1270,16:43
819,Harry York\yorkha01,25,VAN,C,54,4,13,17,-4,20,0.8,2,1,1,0,11,0,2,50,8.0,679,12:35
820,Jason York\yorkja01,29,OTT,D,79,8,22,30,-3,60,5.8,7,1,0,1,14,7,1,159,5.0,1843,23:20
821,Mike York\yorkmi01,22,NYR,C,82,26,24,50,-17,18,5.0,18,8,0,4,20,4,0,177,14.7,1299,15:51
822,B.J. Young\youngbj01,22,DET,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,1,1:04
823,Scott Young\youngsc01,32,STL,RW,75,24,15,39,12,18,5.0,17,6,1,7,7,8,0,244,9.8,1208,16:06
824,Dmitry Yushkevich\yushkdm01,28,TOR,D,77,3,24,27,2,55,4.5,0,2,1,1,20,3,1,103,2.9,1794,23:18
825,Steve Yzerman*\yzermst01,34,DET,C,78,35,44,79,28,34,9.8,18,15,2,6,28,14,2,234,15.0,1647,21:07
826,Zarley Zalapski\zalapza01,31,PHI,D,12,0,2,2,0,6,0.5,0,0,0,0,2,0,0,6,0.0,170,14:12
827,Rob Zamuner\zamunro01,30,OTT,LW,57,9,12,21,-6,32,1.5,8,0,1,0,11,1,0,103,8.7,851,14:56
828,Richard Zednik\zedniri01,24,WSH,LW,69,19,16,35,6,54,4.0,18,1,0,2,15,1,0,179,10.6,1074,15:34
829,Jeff Zehr\zehrje01,21,BOS,LW,4,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,30,7:25
830,Valeri Zelepukin\zelepva01,31,PHI,LW,77,11,21,32,-3,55,2.8,9,2,0,3,12,9,0,125,8.8,1126,14:37
831,Rob Zettler\zettlro01,31,WSH,D,12,0,2,2,-1,19,0.3,0,0,0,0,2,0,0,15,0.0,184,15:22
832,Alex Zhamnov\zhamnal01,29,CHI,C,71,23,37,60,7,61,6.0,18,5,0,7,24,9,4,175,13.1,1572,22:08
833,Alexei Zhitnik\zhitnal01,27,BUF,D,74,2,11,13,-6,95,3.0,1,1,0,0,4,5,2,139,1.4,1835,24:48
834,Sergei Zholtok\zholtse01,27,MTL,C,68,26,12,38,2,28,5.2,17,9,0,7,9,3,0,163,16.0,1175,17:17
835,Doug Zmolek\zmoledo01,29,CHI,D,43,2,7,9,6,60,2.0,2,0,0,0,4,2,1,24,8.3,656,15:15
836,Sergei Zubov*\zubovse01,29,DAL,D,77,9,33,42,-2,18,8.8,5,3,1,3,12,19,2,179,5.0,2220,28:50
837,Dainius Zubrus\zubruda01,21,MTL,RW,73,14,28,42,-1,54,4.1,11,3,0,1,22,6,0,139,10.1,1286,17:37
838,Andrei Zyuzin\zyuzian01,22,TBL,D,34,2,9,11,-11,33,1.1,2,0,0,0,6,3,0,47,4.3,696,20:28
